ActionID,Timestamp,Product,CurrentStock,StockBeforeOrder,StockAfterOrder,PredictedDaysToDepletion,Confidence,UrgencyLevel,ReorderQuantity,Reasoning,LIMEEvidence,DecisionRationale,Status,AgentConsensus,ProcessingTimeMS,AutoApproved,InventoryUpdated
MULTI-20251126190442-8,2025-11-26T19:04:42.419201,Curd (500g),441,441,7558,0,0.7142740050593469,CRITICAL,7117,"UrgencyAgent: 🚨 EMERGENCY: Only 1.9 days until stockout! | QuantityAgent: 📊 Optimal: 5904 units (EOQ: 3932, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 9096 units (Est. savings: $4000.72)",UrgencyAgent: AvgDailySales: -0.76; CurrentStock: -0.70 | QuantityAgent: AvgDailySales: -0.79; CurrentStock: -0.64 | CostAgent: AvgDailySales: -0.76; CurrentStock: -0.68,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-9,2025-11-26T19:04:42.419201,Coca Cola (2L),402,402,7761,0,0.7061277194736914,CRITICAL,7359,"UrgencyAgent: 🚨 EMERGENCY: Only 1.6 days until stockout! | QuantityAgent: 📊 Optimal: 6012 units (EOQ: 4003, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 9480 units (Est. savings: $3412.24)",UrgencyAgent: AvgDailySales: -0.78; CurrentStock: -0.68 | QuantityAgent: AvgDailySales: -0.79; CurrentStock: -0.70 | CostAgent: AvgDailySales: -0.81; CurrentStock: -0.66,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-10,2025-11-26T19:04:42.419201,Pulses (1kg),674,674,4987,0,0.7943453406205118,HIGH,4313,"UrgencyAgent: ⚠️ HIGH PRIORITY: 4.4 days remaining | QuantityAgent: 📊 Optimal: 4524 units (EOQ: 3472, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 5112 units (Est. savings: $7216.71)",UrgencyAgent: AvgDailySales: +0.86; CurrentStock: +0.66 | QuantityAgent: AvgDailySales: +0.83; CurrentStock: +0.64 | CostAgent: AvgDailySales: +0.90; CurrentStock: +0.66,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-11,2025-11-26T19:04:42.419201,Bisleri Water (1L),570,570,5390,0,0.9225640209455102,HIGH,4820,"UrgencyAgent: ⚠️ HIGH PRIORITY: 3.1 days remaining | QuantityAgent: 📊 Optimal: 4800 units (EOQ: 3684, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 5940 units (Est. savings: $5824.62)",UrgencyAgent: StockPercentage: -0.55; CurrentStock: +0.19 | QuantityAgent: StockPercentage: -0.44; AvgDailySales: +0.15 | CostAgent: StockPercentage: -0.43; CurrentStock: +0.06,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-12,2025-11-26T19:04:42.419201,Rice (5kg),647,647,5092,0,0.6556188710795988,HIGH,4445,"UrgencyAgent: ⚠️ HIGH PRIORITY: 4.1 days remaining | QuantityAgent: 📊 Optimal: 4596 units (EOQ: 3528, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 5328 units (Est. savings: $7068.50)",UrgencyAgent: AvgDailySales: +0.90; CurrentStock: +0.64 | QuantityAgent: AvgDailySales: +0.86; CurrentStock: +0.68 | CostAgent: AvgDailySales: +0.88; CurrentStock: +0.66,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-13,2025-11-26T19:04:42.419201,Facewash (100ml),356,356,8004,0,0.6288042874640358,CRITICAL,7648,"UrgencyAgent: 🚨 EMERGENCY: Only 1.6 days until stockout! | QuantityAgent: 📊 Optimal: 6132 units (EOQ: 4086, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 9948 units (Est. savings: $3689.68)",UrgencyAgent: AvgDailySales: -0.77; CurrentStock: -0.60 | QuantityAgent: AvgDailySales: -0.79; CurrentStock: -0.69 | CostAgent: AvgDailySales: -0.76; CurrentStock: -0.67,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-14,2025-11-26T19:04:42.419201,Kurkure,522,522,6478,0,0.7981785155661991,CRITICAL,5956,"UrgencyAgent: ⚠️ HIGH PRIORITY: 2.7 days remaining | QuantityAgent: 📊 Optimal: 5676 units (EOQ: 3778, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 8280 units (Est. savings: $5330.56)",UrgencyAgent: StockPercentage: -0.42; AvgDailySales: -0.17 | QuantityAgent: StockPercentage: -0.43; AvgDailySales: -0.19 | CostAgent: StockPercentage: -0.48; AvgDailySales: -0.08,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-15,2025-11-26T19:04:42.419201,Cheese (200g),572,572,5381,0,0.9310579067925143,HIGH,4809,"UrgencyAgent: ⚠️ HIGH PRIORITY: 3.1 days remaining | QuantityAgent: 📊 Optimal: 4788 units (EOQ: 3680, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 5928 units (Est. savings: $5821.15)",UrgencyAgent: StockPercentage: -0.50; CurrentStock: +0.13 | QuantityAgent: StockPercentage: -0.49; AvgDailySales: +0.16 | CostAgent: StockPercentage: -0.49; AvgDailySales: +0.08,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-16,2025-11-26T19:04:42.419201,Wheat Flour (5kg),726,726,4782,0,0.7800741731555582,HIGH,4056,"UrgencyAgent: ⚠️ HIGH PRIORITY: 4.4 days remaining | QuantityAgent: 📊 Optimal: 4380 units (EOQ: 3361, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 4692 units (Est. savings: $6757.41)",UrgencyAgent: AvgDailySales: +0.88; CurrentStock: +0.67 | QuantityAgent: AvgDailySales: +0.88; CurrentStock: +0.68 | CostAgent: AvgDailySales: +0.91; CurrentStock: +0.68,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-17,2025-11-26T19:04:42.419201,Biscuits,567,567,5398,0,0.8895899795816007,HIGH,4831,"UrgencyAgent: ⚠️ HIGH PRIORITY: 3.0 days remaining | QuantityAgent: 📊 Optimal: 4800 units (EOQ: 3690, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 5964 units (Est. savings: $5641.38)",UrgencyAgent: StockPercentage: -0.47; AvgDailySales: +0.09 | QuantityAgent: StockPercentage: -0.41; AvgDailySales: +0.10 | CostAgent: StockPercentage: -0.46; CurrentStock: +0.08,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-18,2025-11-26T19:04:42.419201,Milk (1L),506,506,6555,0,0.7899066953616277,CRITICAL,6049,"UrgencyAgent: ⚠️ HIGH PRIORITY: 2.8 days remaining | QuantityAgent: 📊 Optimal: 5724 units (EOQ: 3809, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 8448 units (Est. savings: $5631.63)",UrgencyAgent: StockPercentage: -0.43; AvgDailySales: -0.21 | QuantityAgent: StockPercentage: -0.45; CurrentStock: -0.16 | CostAgent: StockPercentage: -0.46; AvgDailySales: -0.17,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-19,2025-11-26T19:04:42.419201,Shampoo (250ml),422,422,7658,0,0.7160708467007489,CRITICAL,7236,"UrgencyAgent: 🚨 EMERGENCY: Only 1.9 days until stockout! | QuantityAgent: 📊 Optimal: 5952 units (EOQ: 3967, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 9288 units (Est. savings: $4034.87)",UrgencyAgent: AvgDailySales: -0.78; CurrentStock: -0.65 | QuantityAgent: AvgDailySales: -0.76; CurrentStock: -0.64 | CostAgent: AvgDailySales: -0.79; CurrentStock: -0.63,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-20,2025-11-26T19:04:42.419201,Dry Fruits (250g),588,588,5320,0,0.891271317910482,HIGH,4732,"UrgencyAgent: ⚠️ HIGH PRIORITY: 3.2 days remaining | QuantityAgent: 📊 Optimal: 4752 units (EOQ: 3648, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 5796 units (Est. savings: $5876.50)",UrgencyAgent: StockPercentage: -0.41; CurrentStock: +0.11 | QuantityAgent: StockPercentage: -0.48; AvgDailySales: +0.09 | CostAgent: StockPercentage: -0.43; CurrentStock: +0.10,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-21,2025-11-26T19:04:42.419201,Toothpaste (150g),320,320,8192,0,0.6497021696100436,CRITICAL,7872,"UrgencyAgent: 🚨 EMERGENCY: Only 1.2 days until stockout! | QuantityAgent: 📊 Optimal: 6228 units (EOQ: 4150, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 10308 units (Est. savings: $2730.95)",UrgencyAgent: AvgDailySales: -0.74; CurrentStock: -0.68 | QuantityAgent: AvgDailySales: -0.78; CurrentStock: -0.65 | CostAgent: AvgDailySales: -0.77; CurrentStock: -0.69,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-22,2025-11-26T19:04:42.419201,Butter (100g),465,465,7431,0,0.6107951306469446,CRITICAL,6966,"UrgencyAgent: 🚨 EMERGENCY: Only 1.8 days until stockout! | QuantityAgent: 📊 Optimal: 5832 units (EOQ: 3887, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 8856 units (Est. savings: $3792.92)",UrgencyAgent: StockPercentage: -0.47; AvgDailySales: -0.16 | QuantityAgent: StockPercentage: -0.47; AvgDailySales: -0.16 | CostAgent: StockPercentage: -0.49; AvgDailySales: -0.20,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-23,2025-11-26T19:04:42.419201,Real Juice (1L),491,491,6620,0,0.7697057592548124,CRITICAL,6129,"UrgencyAgent: ⚠️ HIGH PRIORITY: 2.6 days remaining | QuantityAgent: 📊 Optimal: 5760 units (EOQ: 3838, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 8592 units (Est. savings: $5285.86)",UrgencyAgent: StockPercentage: -0.43; AvgDailySales: -0.14 | QuantityAgent: StockPercentage: -0.36; AvgDailySales: -0.15 | CostAgent: StockPercentage: -0.41; AvgDailySales: -0.21,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
MULTI-20251126190442-24,2025-11-26T19:04:42.419201,Salt (1kg),752,752,4677,0,0.7316959975170899,HIGH,3925,"UrgencyAgent: ⚠️ HIGH PRIORITY: 4.7 days remaining | QuantityAgent: 📊 Optimal: 4296 units (EOQ: 3304, Urgency: HIGH) | CostAgent: 💵 Cost-optimized: 4488 units (Est. savings: $7030.70)",UrgencyAgent: AvgDailySales: +0.90; CurrentStock: +0.70 | QuantityAgent: AvgDailySales: +0.88; CurrentStock: +0.68 | CostAgent: AvgDailySales: +0.87; CurrentStock: +0.67,Multi-Agent Consensus: 3 agents,AUTO_APPROVED,"{""UrgencyAgent"": ""URGENT_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}",0,True,True
